# chrom	chromStart	chromEnd	readCount	meanCoverage
chr3	129250000	129300000	896	2.41288
chr3	129300000	129350000	906	2.36204
chr3	129350000	129400000	1468	4.00076
chr3	129400000	129450000	1212	3.30696
chr3	129450000	129500000	996	2.77808
chr3	129500000	129550000	1142	3.192
chr3	129550000	129600000	1228	3.39452
chr3	129600000	129650000	1109	3.04184
chr3	129650000	129700000	880	2.45608
chr3	129700000	129750000	760	2.14246
chr3	129750000	129800000	420	1.20186
chr3	129800000	129850000	1389	3.84478
chr3	129850000	129900000	821	2.39968
chr3	129900000	129950000	948	2.74222
chr3	129950000	130000000	859	2.41866
chr3	130000000	130050000	1032	2.95476
chr3	130050000	130100000	964	2.71076
chr3	130100000	130150000	882	2.5209
chr3	130150000	130200000	891	2.5467
chr3	130200000	130250000	922	2.64624
chr3	130250000	130300000	1015	2.86228
chr3	130300000	130350000	897	2.54006
chr3	130350000	130400000	994	2.75052
chr3	130400000	130450000	2086	5.50964
chr3	130450000	130500000	1634	4.48722
chr3	130500000	130550000	925	2.62794
chr3	130550000	130600000	1110	3.09046
chr3	130600000	130650000	1487	3.92996
chr3	130650000	130700000	3161	8.07768
chr3	130700000	130750000	3499	8.9578
chr3	130750000	130800000	1152	3.1593
chr3	130800000	130850000	1111	3.16072
chr3	130850000	130900000	1088	3.0896
chr3	130900000	130950000	950	2.64534
chr3	130950000	131000000	1046	2.94464
chr3	131000000	131050000	970	2.72458
chr3	131050000	131100000	1362	3.7188
chr3	131100000	131150000	1610	4.32446
chr3	131150000	131200000	5085	13.3561
chr3	131200000	131250000	4397	11.4621
chr3	131250000	131300000	795	2.26206
chr3	131300000	131350000	952	2.69112
chr3	131350000	131400000	980	2.76304
chr3	131400000	131450000	866	2.42794
chr3	131450000	131500000	912	2.55894
chr3	131500000	131550000	848	2.40178
chr3	131550000	131600000	1060	2.97434
chr3	131600000	131650000	935	2.6447
chr3	131650000	131700000	921	2.57794
chr3	131700000	131750000	926	2.62
chr3	131750000	131800000	914	2.56398
chr3	131800000	131850000	962	2.75338
chr3	131850000	131900000	881	2.50996
chr3	131900000	131950000	866	2.4632
chr3	131950000	132000000	1004	2.89716
chr3	132000000	132050000	976	2.78948
chr3	132050000	132100000	1004	2.85634
chr3	132100000	132150000	1429	3.85734
chr3	132150000	132200000	1281	3.52366
chr3	132200000	132250000	1767	4.66322
chr3	132250000	132300000	3477	8.99876
chr3	132300000	132350000	1820	5.00724
chr3	132350000	132400000	2672	6.98214
chr3	132400000	132450000	1666	4.5194
chr3	132450000	132500000	885	2.51204
chr3	132500000	132550000	883	2.51586
chr3	132550000	132600000	852	2.3648
chr3	132600000	132650000	808	2.28802
chr3	132650000	132700000	815	2.3135
chr3	132700000	132750000	845	2.4039
chr3	132750000	132800000	942	2.65084
chr3	132800000	132850000	908	2.54432
chr3	132850000	132900000	944	2.68424
chr3	132900000	132950000	1026	2.88924
chr3	132950000	133000000	895	2.55244
chr3	133000000	133050000	1066	2.9867
chr3	133050000	133100000	993	2.7744
chr3	133100000	133150000	950	2.64012
chr3	133150000	133200000	996	2.79884
chr3	133200000	133250000	938	2.65248
chr3	133250000	133300000	2256	5.58048
chr3	133300000	133350000	4390	11.5043
chr3	133350000	133400000	3103	8.02244
chr3	133400000	133450000	985	2.82792
chr3	133450000	133500000	984	2.81844
chr3	133500000	133550000	4827	11.8687
chr3	133550000	133600000	922	2.59176
chr3	133600000	133650000	942	2.65066
chr3	133650000	133700000	775	2.19902
chr3	133700000	133750000	898	2.55336
chr3	133750000	133800000	821	2.3394
chr3	133800000	133850000	1137	3.2253
chr3	133850000	133900000	2706	7.16086
chr3	133900000	133950000	2468	6.57166
chr3	133950000	134000000	1327	3.66778
chr3	134000000	134050000	900	2.53722
chr3	134050000	134100000	873	2.41982
chr3	134100000	134150000	984	2.74472
chr3	134150000	134200000	1278	3.48596
chr3	134200000	134250000	2160	5.67864
chr3	134250000	134300000	2884	7.56456
chr3	134300000	134350000	1201	3.23438
chr3	134350000	134400000	1086	2.91418
chr3	134400000	134450000	907	2.53272
chr3	134450000	134500000	909	2.55066
chr3	134500000	134550000	1079	3.00888
chr3	134550000	134600000	1028	2.87182
chr3	134600000	134650000	1033	2.90658
chr3	134650000	134700000	999	2.80388
chr3	134700000	134750000	879	2.51618
chr3	134750000	134800000	966	2.72072
chr3	134800000	134850000	874	2.46746
chr3	134850000	134900000	1016	2.89452
chr3	134900000	134950000	1008	2.81358
chr3	134950000	135000000	851	2.39882
chr3	135000000	135050000	806	2.2924
chr3	135050000	135100000	861	2.45742
chr3	135100000	135150000	857	2.47622
chr3	135150000	135200000	857	2.43442
chr3	135200000	135250000	832	2.3375
chr3	135250000	135300000	898	2.50696
chr3	135300000	135350000	900	2.56176
chr3	135350000	135400000	839	2.4079
chr3	135400000	135450000	942	2.6891
chr3	135450000	135500000	876	2.48508
chr3	135500000	135550000	980	2.81232
chr3	135550000	135600000	942	2.6882
chr3	135600000	135650000	892	2.49296
chr3	135650000	135700000	951	2.67852
chr3	135700000	135750000	1103	3.06554
chr3	135750000	135800000	1315	3.69002
chr3	135800000	135850000	1211	3.4352
chr3	135850000	135900000	1804	4.77344
chr3	135900000	135950000	1203	3.30976
chr3	135950000	136000000	1200	3.36982
chr3	136000000	136050000	1367	3.66248
chr3	136050000	136100000	1684	4.57414
chr3	136100000	136150000	1145	3.2078
chr3	136150000	136200000	1746	4.71844
chr3	136200000	136250000	1550	4.30202
chr3	136250000	136300000	1673	4.5526
chr3	136300000	136350000	1517	4.22094
chr3	136350000	136400000	2023	5.4264
chr3	136400000	136450000	1902	5.10158
chr3	136450000	136500000	1698	4.61062
chr3	136500000	136550000	1044	2.94654
chr3	136550000	136600000	1777	4.8586
chr3	136600000	136650000	1559	4.2743
chr3	136650000	136700000	2174	5.6642
chr3	136700000	136750000	3258	8.3381
chr3	136750000	136800000	998	2.82886
chr3	136800000	136850000	859	2.42712
chr3	136850000	136900000	1017	2.89174
chr3	136900000	136950000	994	2.80026
chr3	136950000	137000000	935	2.6706
chr3	137000000	137050000	898	2.52456
chr3	137050000	137100000	934	2.5953
chr3	137100000	137150000	1042	2.9917
chr3	137150000	137200000	930	2.6505
chr3	137200000	137250000	966	2.75246
chr3	137250000	137300000	949	2.72568
chr3	137300000	137350000	905	2.57212
chr3	137350000	137400000	935	2.6945
chr3	137400000	137450000	962	2.70214
chr3	137450000	137500000	938	2.64764
chr3	137500000	137550000	910	2.60008
chr3	137550000	137600000	968	2.79386
chr3	137600000	137650000	987	2.81044
chr3	137650000	137700000	962	2.73242
chr3	137700000	137750000	953	2.70724
chr3	137750000	137800000	1064	2.9376
chr3	137800000	137850000	891	2.50716
chr3	137850000	137900000	1432	3.97648
chr3	137900000	137950000	1529	4.15696
chr3	137950000	138000000	3241	8.45662
chr3	138000000	138050000	3698	9.5909
chr3	138050000	138100000	1006	2.82886
chr3	138100000	138150000	889	2.4885
chr3	138150000	138200000	1120	3.02766
chr3	138200000	138250000	1566	4.23138
chr3	138250000	138300000	1400	3.86208
chr3	138300000	138350000	1245	3.4612
chr3	138350000	138400000	2147	5.83562
chr3	138400000	138450000	1601	4.34314
chr3	138450000	138500000	1342	3.64954
chr3	138500000	138550000	1484	4.0045
chr3	138550000	138600000	954	2.64998
chr3	138600000	138650000	915	2.53544
chr3	138650000	138700000	935	2.58404
chr3	138700000	138750000	937	2.61456
chr3	138750000	138800000	1010	2.8651
chr3	138800000	138850000	799	2.24362
chr3	138850000	138900000	893	2.57054
chr3	138900000	138950000	917	2.60932
chr3	138950000	139000000	992	2.79408
chr3	139000000	139050000	808	2.24916
chr3	139050000	139100000	5232	13.4576
chr3	139100000	139150000	1738	4.62506
chr3	139150000	139200000	1435	3.89246
chr3	139200000	139250000	1162	3.2441
chr3	139250000	139300000	1263	3.4975
chr3	139300000	139350000	1316	3.69012
chr3	139350000	139400000	1944	5.25174
chr3	139400000	139450000	1051	2.94196
chr3	139450000	139500000	842	2.36186
chr3	139500000	139550000	874	2.50686
chr3	139550000	139600000	891	2.50934
chr3	139600000	139650000	1036	2.95182
chr3	139650000	139700000	920	2.59656
chr3	139700000	139750000	841	2.39772
chr3	139750000	139800000	933	2.63372
chr3	139800000	139850000	865	2.44646
chr3	139850000	139900000	834	2.39102
chr3	139900000	139950000	894	2.5169
chr3	139950000	140000000	942	2.6656
chr3	140000000	140050000	835	2.36744
chr3	140050000	140100000	828	2.34242
chr3	140100000	140150000	891	2.52956
chr3	140150000	140200000	939	2.65184
chr3	140200000	140250000	980	2.76546
chr3	140250000	140300000	966	2.71622
chr3	140300000	140350000	1053	2.95194
chr3	140350000	140400000	1028	2.94084
chr3	140400000	140450000	887	2.4992
chr3	140450000	140500000	1035	2.91908
chr3	140500000	140550000	943	2.66812
chr3	140550000	140600000	970	2.71258
chr3	140600000	140650000	1056	2.99718
chr3	140650000	140700000	2341	6.19202
chr3	140700000	140750000	1033	2.94184
chr3	140750000	140800000	908	2.50694
chr3	140800000	140850000	877	2.48406
chr3	140850000	140900000	995	2.81754
chr3	140900000	140950000	941	2.64728
chr3	140950000	141000000	3702	9.32474
chr3	141000000	141050000	1944	5.10186
chr3	141050000	141100000	1013	2.84322
chr3	141100000	141150000	2497	6.5048
chr3	141150000	141200000	1634	4.32426
chr3	141200000	141250000	4765	12.3425
chr3	141250000	141300000	2950	7.74616
chr3	141300000	141350000	2521	6.51306
chr3	141350000	141400000	891	2.54234
chr3	141400000	141450000	998	2.81746
chr3	141450000	141500000	1254	3.3727
chr3	141500000	141550000	1074	2.9541
chr3	141550000	141600000	1020	2.80154
chr3	141600000	141650000	3767	9.55516
chr3	141650000	141700000	1144	3.15752
chr3	141700000	141750000	1292	3.56482
chr3	141750000	141800000	1366	3.70462
chr3	141800000	141850000	1405	3.88372
chr3	141850000	141900000	1346	3.72098
chr3	141900000	141950000	1082	3.06134
chr3	141950000	142000000	1112	3.1789
chr3	142000000	142050000	1667	4.58312
chr3	142050000	142100000	1537	4.17626
chr3	142100000	142150000	1958	5.27918
chr3	142150000	142200000	4286	11.2484
chr3	142200000	142250000	1637	4.40626
chr3	142250000	142300000	1629	4.38592
chr3	142300000	142350000	1017	2.89972
chr3	142350000	142400000	924	2.59346
chr3	142400000	142450000	1130	3.20128
chr3	142450000	142500000	1316	3.74964
chr3	142500000	142550000	1522	4.17732
chr3	142550000	142600000	1090	3.07892
chr3	142600000	142650000	992	2.82522
chr3	142650000	142700000	999	2.7517
chr3	142700000	142750000	1484	3.99926
chr3	142750000	142800000	2289	5.9824
chr3	142800000	142850000	1775	4.69884
chr3	142850000	142900000	1019	2.87282
chr3	142900000	142950000	944	2.66396
chr3	142950000	143000000	1103	3.05474
chr3	143000000	143050000	1390	3.7381
chr3	143050000	143100000	1114	3.0965
chr3	143100000	143150000	1015	2.84934
chr3	143150000	143200000	1254	3.51492
chr3	143200000	143250000	1216	3.44448
chr3	143250000	143300000	1555	4.17548
chr3	143300000	143350000	1557	4.2243
chr3	143350000	143400000	1390	3.83692
chr3	143400000	143450000	1437	3.86346
chr3	143450000	143500000	1443	3.9895
chr3	143500000	143550000	1048	2.91276
chr3	143550000	143600000	950	2.68472
chr3	143600000	143650000	1023	2.91056
chr3	143650000	143700000	1209	3.279
chr3	143700000	143750000	1467	4.01048
chr3	143750000	143800000	1287	3.50948
chr3	143800000	143850000	1107	3.01632
chr3	143850000	143900000	1125	3.1759
chr3	143900000	143950000	1019	2.88646
chr3	143950000	144000000	1071	2.99196
chr3	144000000	144050000	1158	3.2391
chr3	144050000	144100000	1052	2.89976
chr3	144100000	144150000	952	2.64404
chr3	144150000	144200000	992	2.77618
chr3	144200000	144250000	1012	2.82894
chr3	144250000	144300000	872	2.46706
chr3	144300000	144350000	928	2.63908
chr3	144350000	144400000	915	2.57906
chr3	144400000	144450000	906	2.59054
chr3	144450000	144500000	836	2.34188
chr3	144500000	144550000	869	2.47414
chr3	144550000	144600000	966	2.76264
chr3	144600000	144650000	962	2.74908
chr3	144650000	144700000	997	2.83032
chr3	144700000	144750000	911	2.58914
chr3	144750000	144800000	876	2.46394
chr3	144800000	144850000	978	2.77298
chr3	144850000	144900000	938	2.63022
chr3	144900000	144950000	900	2.5221
chr3	144950000	145000000	812	2.32414
chr3	145000000	145050000	927	2.63014
chr3	145050000	145100000	844	2.40644
chr3	145100000	145150000	966	2.74726
chr3	145150000	145200000	929	2.64758
chr3	145200000	145250000	919	2.62282
chr3	145250000	145300000	943	2.69782
chr3	145300000	145350000	1071	3.03162
chr3	145350000	145400000	890	2.50924
chr3	145400000	145450000	853	2.422
chr3	145450000	145500000	933	2.6253
chr3	145500000	145550000	935	2.68228
chr3	145550000	145600000	943	2.6897
chr3	145600000	145650000	856	2.4645
chr3	145650000	145700000	808	2.25642
chr3	145700000	145750000	903	2.52654
chr3	145750000	145800000	1020	2.87172
chr3	145800000	145850000	1081	3.03686
chr3	145850000	145900000	980	2.6873
chr3	145900000	145950000	929	2.6188
chr3	145950000	146000000	969	2.72344
chr3	146000000	146050000	974	2.79652
chr3	146050000	146100000	944	2.66956
chr3	146100000	146150000	949	2.67498
chr3	146150000	146200000	1033	2.95416
chr3	146200000	146250000	3073	7.71264
chr3	146250000	146300000	3676	9.27988
chr3	146300000	146350000	947	2.68508
chr3	146350000	146400000	768	2.16494
chr3	146400000	146450000	952	2.70972
chr3	146450000	146500000	936	2.5997
chr3	146500000	146550000	951	2.69648
chr3	146550000	146600000	1016	2.87146
chr3	146600000	146650000	943	2.65912
chr3	146650000	146700000	898	2.5529
chr3	146700000	146750000	958	2.71996
chr3	146750000	146800000	882	2.48032
chr3	146800000	146850000	894	2.49584
chr3	146850000	146900000	922	2.6119
chr3	146900000	146950000	910	2.56292
chr3	146950000	147000000	912	2.62138
chr3	147000000	147050000	873	2.50104
chr3	147050000	147100000	1001	2.82666
chr3	147100000	147150000	836	2.31308
chr3	147150000	147200000	941	2.6707
chr3	147200000	147250000	822	2.34818
chr3	147250000	147300000	964	2.74052
chr3	147300000	147350000	875	2.48014
chr3	147350000	147400000	914	2.59642
chr3	147400000	147450000	906	2.59582
chr3	147450000	147500000	888	2.49954
chr3	147500000	147550000	939	2.6664
chr3	147550000	147600000	947	2.7033
chr3	147600000	147650000	957	2.69276
chr3	147650000	147700000	930	2.65818
chr3	147700000	147750000	957	2.67694
chr3	147750000	147800000	920	2.62462
chr3	147800000	147850000	846	2.37082
chr3	147850000	147900000	760	2.1659
chr3	147900000	147950000	913	2.56316
chr3	147950000	148000000	996	2.81368
chr3	148000000	148050000	1006	2.88102
chr3	148050000	148100000	930	2.6514
chr3	148100000	148150000	857	2.44168
chr3	148150000	148200000	868	2.47504
chr3	148200000	148250000	960	2.7461
chr3	148250000	148300000	885	2.52532
chr3	148300000	148350000	934	2.6121
chr3	148350000	148400000	962	2.69124
chr3	148400000	148450000	975	2.73914
chr3	148450000	148500000	866	2.44946
chr3	148500000	148550000	1009	2.86634
chr3	148550000	148600000	903	2.54632
chr3	148600000	148650000	1028	2.9001
chr3	148650000	148700000	907	2.58352
chr3	148700000	148750000	1720	4.67278
chr3	148750000	148800000	1153	3.24236
chr3	148800000	148850000	1001	2.8118
chr3	148850000	148900000	1097	3.03564
chr3	148900000	148950000	842	2.37138
chr3	148950000	149000000	1006	2.84918
chr3	149000000	149050000	911	2.55228
chr3	149050000	149100000	928	2.57178
chr3	149100000	149150000	898	2.56544
chr3	149150000	149200000	879	2.48036
chr3	149200000	149250000	1057	3.00468
chr3	149250000	149300000	1006	2.84988
chr3	149300000	149350000	971	2.7499
chr3	149350000	149400000	1050	2.95684
chr3	149400000	149450000	984	2.78288
chr3	149450000	149500000	1262	3.43384
chr3	149500000	149550000	1139	3.12988
chr3	149550000	149600000	2130	5.64708
chr3	149600000	149650000	1644	4.44848
chr3	149650000	149700000	2072	5.54788
chr3	149700000	149750000	1056	2.97898
chr3	149750000	149800000	962	2.74946
chr3	149800000	149850000	933	2.6612
chr3	149850000	149900000	925	2.59268
chr3	149900000	149950000	935	2.64912
chr3	149950000	150000000	1042	2.9511
chr3	150000000	150050000	881	2.50246
chr3	150050000	150100000	959	2.68952
chr3	150100000	150150000	3527	9.03212
chr3	150150000	150200000	1296	3.57254
chr3	150200000	150250000	1052	2.98646
chr3	150250000	150300000	2083	5.32372
chr3	150300000	150350000	1277	3.51148
chr3	150350000	150400000	1289	3.57892
chr3	150400000	150450000	1403	3.8265
chr3	150450000	150500000	6104	15.1144
chr3	150500000	150550000	947	2.7092
chr3	150550000	150600000	979	2.76534
chr3	150600000	150650000	959	2.69332
chr3	150650000	150700000	966	2.73952
chr3	150700000	150750000	964	2.74324
chr3	150750000	150800000	1052	2.96042
chr3	150800000	150850000	1027	2.79844
chr3	150850000	150900000	1127	3.1683
chr3	150900000	150950000	1950	5.20752
chr3	150950000	151000000	1050	2.95472
chr3	151000000	151050000	1688	4.50744
chr3	151050000	151100000	917	2.56216
chr3	151100000	151150000	1048	2.9185
chr3	151150000	151200000	995	2.84952
chr3	151200000	151250000	1021	2.9133
chr3	151250000	151300000	980	2.77632
chr3	151300000	151350000	847	2.39812
chr3	151350000	151400000	911	2.57138
chr3	151400000	151450000	1031	2.93966
chr3	151450000	151500000	1037	2.91776
chr3	151500000	151550000	1052	2.96614
chr3	151550000	151600000	1038	2.9305
chr3	151600000	151650000	860	2.431
chr3	151650000	151700000	962	2.7157
chr3	151700000	151750000	958	2.69256
chr3	151750000	151800000	1054	2.93312
chr3	151800000	151850000	1072	3.00502
chr3	151850000	151900000	982	2.72592
chr3	151900000	151950000	997	2.84404
chr3	151950000	152000000	3264	8.44364
chr3	152000000	152050000	2777	7.22792
chr3	152050000	152100000	4284	11.1032
chr3	152100000	152150000	3483	8.9763
chr3	152150000	152200000	2577	6.78524
chr3	152200000	152250000	1023	2.83986
chr3	152250000	152300000	952	2.72656
chr3	152300000	152350000	967	2.73482
chr3	152350000	152400000	901	2.55134
chr3	152400000	152450000	931	2.6151
chr3	152450000	152500000	971	2.74206
chr3	152500000	152550000	953	2.74436
chr3	152550000	152600000	1149	3.23576
chr3	152600000	152650000	979	2.7752
chr3	152650000	152700000	1008	2.83728
chr3	152700000	152750000	868	2.47014
chr3	152750000	152800000	989	2.80204
chr3	152800000	152850000	929	2.65242
chr3	152850000	152900000	1136	3.07902
chr3	152900000	152950000	1042	2.9726
chr3	152950000	153000000	924	2.62736
chr3	153000000	153050000	975	2.73238
chr3	153050000	153100000	951	2.69468
chr3	153100000	153150000	1056	2.99136
chr3	153150000	153200000	1021	2.91404
chr3	153200000	153250000	932	2.65806
chr3	153250000	153300000	960	2.71206
chr3	153300000	153350000	1042	2.90444
chr3	153350000	153400000	974	2.76684
chr3	153400000	153450000	842	2.34652
chr3	153450000	153500000	943	2.6718
chr3	153500000	153550000	1014	2.91104
chr3	153550000	153600000	965	2.7459
chr3	153600000	153650000	992	2.76718
chr3	153650000	153700000	878	2.49328
chr3	153700000	153750000	894	2.5194
chr3	153750000	153800000	978	2.82242
chr3	153800000	153850000	968	2.69234
chr3	153850000	153900000	1110	3.0901
chr3	153900000	153950000	933	2.66176
chr3	153950000	154000000	3244	8.36872
chr3	154000000	154050000	2939	7.52196
chr3	154050000	154100000	952	2.6826
chr3	154100000	154150000	909	2.56978
chr3	154150000	154200000	946	2.697
chr3	154200000	154250000	889	2.529
chr3	154250000	154300000	920	2.61082
chr3	154300000	154350000	868	2.4613
chr3	154350000	154400000	872	2.51236
chr3	154400000	154450000	995	2.7734
chr3	154450000	154500000	1002	2.80964
chr3	154500000	154550000	905	2.54464
chr3	154550000	154600000	950	2.71348
chr3	154600000	154650000	885	2.50564
chr3	154650000	154700000	933	2.65962
chr3	154700000	154750000	975	2.77784
chr3	154750000	154800000	983	2.76558
chr3	154800000	154850000	812	2.31648
chr3	154850000	154900000	953	2.7038
chr3	154900000	154950000	924	2.63844
chr3	154950000	155000000	913	2.61442
chr3	155000000	155050000	911	2.53054
chr3	155050000	155100000	946	2.68802
chr3	155100000	155150000	953	2.69572
chr3	155150000	155200000	940	2.66778
chr3	155200000	155250000	885	2.49538
chr3	155250000	155300000	1002	2.84196
chr3	155300000	155350000	970	2.7398
chr3	155350000	155400000	976	2.7464
chr3	155400000	155450000	953	2.7057
chr3	155450000	155500000	1009	2.86134
chr3	155500000	155550000	1026	2.88914
chr3	155550000	155600000	1181	3.23016
chr3	155600000	155650000	3601	9.40816
chr3	155650000	155700000	1398	3.84784
chr3	155700000	155750000	1050	3.01474
chr3	155750000	155800000	936	2.62852
chr3	155800000	155850000	1016	2.86294
chr3	155850000	155900000	934	2.6566
chr3	155900000	155950000	925	2.64064
chr3	155950000	156000000	944	2.63468
chr3	156000000	156050000	935	2.65696
chr3	156050000	156100000	921	2.61754
chr3	156100000	156150000	862	2.44068
chr3	156150000	156200000	945	2.66606
chr3	156200000	156250000	1366	3.73444
chr3	156250000	156300000	2262	5.9203
chr3	156300000	156350000	889	2.51418
chr3	156350000	156400000	1601	4.14278
chr3	156400000	156450000	2255	5.89168
chr3	156450000	156500000	1192	3.32476
chr3	156500000	156550000	1431	3.859
chr3	156550000	156600000	1117	3.18064
chr3	156600000	156650000	1009	2.86502
chr3	156650000	156700000	1039	2.9178
chr3	156700000	156750000	1066	2.98216
chr3	156750000	156800000	1020	2.88954
chr3	156800000	156850000	1525	4.07246
chr3	156850000	156900000	1399	3.72058
chr3	156900000	156950000	961	2.68868
chr3	156950000	157000000	1232	3.401
chr3	157000000	157050000	1086	3.02624
chr3	157050000	157100000	1053	2.97782
chr3	157100000	157150000	1049	2.94884
chr3	157150000	157200000	978	2.73794
chr3	157200000	157250000	942	2.62552
chr3	157250000	157300000	954	2.69422
chr3	157300000	157350000	860	2.42624
chr3	157350000	157400000	925	2.59874
chr3	157400000	157450000	926	2.64856
chr3	157450000	157500000	964	2.70536
chr3	157500000	157550000	887	2.50518
chr3	157550000	157600000	999	2.85496
chr3	157600000	157650000	890	2.51692
chr3	157650000	157700000	882	2.47832
chr3	157700000	157750000	858	2.45422
chr3	157750000	157800000	1068	3.08602
chr3	157800000	157850000	1045	2.8341
chr3	157850000	157900000	2533	6.63084
chr3	157900000	157950000	1539	4.17328
chr3	157950000	158000000	1120	3.1688
chr3	158000000	158050000	1205	3.3453
chr3	158050000	158100000	2308	6.05318
chr3	158100000	158150000	2664	6.90244
chr3	158150000	158200000	2152	5.58026
chr3	158200000	158250000	1416	3.88238
chr3	158250000	158300000	1068	2.98278
chr3	158300000	158350000	1008	2.8378
chr3	158350000	158400000	1804	4.66594
chr3	158400000	158450000	3056	7.73514
chr3	158450000	158500000	1067	2.91586
chr3	158500000	158550000	2004	5.33178
chr3	158550000	158600000	2633	6.80778
chr3	158600000	158650000	935	2.62014
chr3	158650000	158700000	916	2.57812
chr3	158700000	158750000	881	2.4987
chr3	158750000	158800000	920	2.58406
chr3	158800000	158850000	757	2.1589
chr3	158850000	158900000	867	2.44996
chr3	158900000	158950000	995	2.81016
chr3	158950000	159000000	916	2.57132
chr3	159000000	159050000	906	2.56626
chr3	159050000	159100000	932	2.65972
chr3	159100000	159150000	898	2.60958
chr3	159150000	159200000	996	2.78938
chr3	159200000	159250000	838	2.42042
chr3	159250000	159300000	909	2.60522
chr3	159300000	159350000	938	2.663
chr3	159350000	159400000	858	2.44494
chr3	159400000	159450000	1027	2.94022
chr3	159450000	159500000	1004	2.83104
chr3	159500000	159550000	944	2.67592
chr3	159550000	159600000	899	2.56242
chr3	159600000	159650000	967	2.76742
chr3	159650000	159700000	900	2.56644
chr3	159700000	159750000	969	2.7239
chr3	159750000	159800000	792	2.27716
chr3	159800000	159850000	936	2.63678
chr3	159850000	159900000	1066	3.02432
chr3	159900000	159950000	996	2.81928
chr3	159950000	160000000	1211	3.3646
chr3	160000000	160050000	1309	3.60638
chr3	160050000	160100000	1407	3.8333
chr3	160100000	160150000	2083	5.43566
chr3	160150000	160200000	1734	4.47424
chr3	160200000	160250000	1790	4.7879
chr3	160250000	160300000	3382	8.61668
chr3	160300000	160350000	952	2.71554
chr3	160350000	160400000	980	2.75328
chr3	160400000	160450000	885	2.5179
chr3	160450000	160500000	1037	2.89608
chr3	160500000	160550000	1169	3.2896
chr3	160550000	160600000	1007	2.8282
chr3	160600000	160650000	1084	3.04016
chr3	160650000	160700000	974	2.7325
chr3	160700000	160750000	1144	3.13314
chr3	160750000	160800000	1054	2.97854
chr3	160800000	160850000	1028	2.86158
chr3	160850000	160900000	973	2.77974
chr3	160900000	160950000	1325	3.66776
chr3	160950000	161000000	1101	3.09548
chr3	161000000	161050000	924	2.6151
chr3	161050000	161100000	930	2.62286
chr3	161100000	161150000	861	2.4404
chr3	161150000	161200000	1031	2.91906
chr3	161200000	161250000	914	2.6067
chr3	161250000	161300000	929	2.64512
chr3	161300000	161350000	904	2.5277
chr3	161350000	161400000	883	2.50806
chr3	161400000	161450000	908	2.60384
chr3	161450000	161500000	889	2.47518
chr3	161500000	161550000	923	2.6168
chr3	161550000	161600000	968	2.74186
chr3	161600000	161650000	877	2.48916
chr3	161650000	161700000	828	2.34684
chr3	161700000	161750000	883	2.48522
chr3	161750000	161800000	942	2.67526
chr3	161800000	161850000	901	2.56944
chr3	161850000	161900000	851	2.4558
chr3	161900000	161950000	915	2.60208
chr3	161950000	162000000	872	2.51238
chr3	162000000	162050000	928	2.64416
chr3	162050000	162100000	993	2.78456
chr3	162100000	162150000	937	2.65042
chr3	162150000	162200000	944	2.68436
chr3	162200000	162250000	912	2.61214
chr3	162250000	162300000	1005	2.81508
chr3	162300000	162350000	981	2.80008
chr3	162350000	162400000	957	2.718
chr3	162400000	162450000	912	2.5572
chr3	162450000	162500000	945	2.66746
chr3	162500000	162550000	410	1.14276
chr3	162550000	162600000	607	1.69354
chr3	162600000	162650000	778	2.17762
chr3	162650000	162700000	841	2.3796
chr3	162700000	162750000	835	2.37118
chr3	162750000	162800000	808	2.31022
chr3	162800000	162850000	842	2.4164
chr3	162850000	162900000	947	2.67312
chr3	162900000	162950000	858	2.43396
chr3	162950000	163000000	752	2.14706
chr3	163000000	163050000	847	2.42014
chr3	163050000	163100000	1035	2.9802
chr3	163100000	163150000	950	2.7184
chr3	163150000	163200000	895	2.58528
chr3	163200000	163250000	955	2.73042
chr3	163250000	163300000	933	2.64956
chr3	163300000	163350000	951	2.73282
chr3	163350000	163400000	901	2.58568
chr3	163400000	163450000	888	2.52452
chr3	163450000	163500000	1023	2.91504
chr3	163500000	163550000	820	2.3269
chr3	163550000	163600000	898	2.57334
chr3	163600000	163650000	871	2.48738
chr3	163650000	163700000	941	2.68634
chr3	163700000	163750000	980	2.80338
chr3	163750000	163800000	936	2.66892
chr3	163800000	163850000	885	2.51126
chr3	163850000	163900000	904	2.5794
chr3	163900000	163950000	886	2.54068
chr3	163950000	164000000	905	2.58614
chr3	164000000	164050000	940	2.68668
chr3	164050000	164100000	905	2.5787
chr3	164100000	164150000	906	2.57126
chr3	164150000	164200000	918	2.57156
chr3	164200000	164250000	890	2.49882
chr3	164250000	164300000	871	2.4946
chr3	164300000	164350000	949	2.71718
chr3	164350000	164400000	972	2.778
chr3	164400000	164450000	944	2.6931
chr3	164450000	164500000	948	2.69058
chr3	164500000	164550000	922	2.64638
chr3	164550000	164600000	825	2.3485
chr3	164600000	164650000	934	2.6788
chr3	164650000	164700000	959	2.7278
chr3	164700000	164750000	1071	3.01978
chr3	164750000	164800000	881	2.48016
chr3	164800000	164850000	885	2.51572
chr3	164850000	164900000	972	2.78686
chr3	164900000	164950000	954	2.697
chr3	164950000	165000000	1055	2.9763
chr3	165000000	165050000	995	2.83068
chr3	165050000	165100000	884	2.5384
chr3	165100000	165150000	916	2.62264
chr3	165150000	165200000	891	2.55712
chr3	165200000	165250000	958	2.7386
